,Date,High,Low,Open,Close,NClose
384,2022-02-21,5150.0,4930.0,5020.0,5150.0,26910.869140625
385,2022-02-22,5080.0,4940.0,4970.0,5050.0,26449.609375
386,2022-02-24,5010.0,4850.0,4985.0,4910.0,25970.8203125
387,2022-02-25,5110.0,4985.0,5030.0,5110.0,26476.5
388,2022-02-28,5160.0,5010.0,5110.0,5100.0,26526.8203125
389,2022-03-01,5210.0,5100.0,5190.0,5130.0,26844.720703125
390,2022-03-02,5100.0,4990.0,5050.0,5040.0,26393.029296875
391,2022-03-03,5160.0,5070.0,5120.0,5090.0,26577.26953125
392,2022-03-04,5050.0,4860.0,5040.0,4930.0,25985.470703125
393,2022-03-07,4770.0,4600.0,4720.0,4745.0,25221.41015625
394,2022-03-08,4805.0,4545.0,4605.0,4680.0,24790.94921875
395,2022-03-09,4795.0,4665.0,4780.0,4680.0,24717.529296875
396,2022-03-10,4960.0,4830.0,4960.0,4850.0,25690.400390625
397,2022-03-11,4840.0,4550.0,4825.0,4655.0,25162.779296875
398,2022-03-14,4830.0,4705.0,4720.0,4745.0,25307.849609375
399,2022-03-15,4905.0,4715.0,4730.0,4805.0,25346.48046875
400,2022-03-16,5060.0,4910.0,4945.0,4985.0,25762.009765625
401,2022-03-17,5340.0,5210.0,5240.0,5250.0,26652.890625
402,2022-03-18,5330.0,5250.0,5260.0,5320.0,26827.4296875
403,2022-03-22,5430.0,5260.0,5320.0,5310.0,27224.109375
404,2022-03-23,5650.0,5460.0,5470.0,5630.0,28040.16015625
405,2022-03-24,5670.0,5480.0,5480.0,5670.0,28110.390625
406,2022-03-25,5780.0,5650.0,5730.0,5730.0,28149.83984375
407,2022-03-28,5730.0,5660.0,5730.0,5660.0,27943.890625
408,2022-03-29,5820.0,5720.0,5750.0,5790.0,28252.419921875
409,2022-03-30,5850.0,5570.0,5830.0,5660.0,28027.25
410,2022-03-31,5650.0,5510.0,5560.0,5550.0,27821.4296875
411,2022-04-01,5520.0,5390.0,5430.0,5490.0,27665.98046875
412,2022-04-04,5490.0,5410.0,5450.0,5480.0,27736.470703125
413,2022-04-05,5600.0,5450.0,5560.0,5480.0,27787.98046875
414,2022-04-06,5370.0,5210.0,5350.0,5230.0,27350.30078125
415,2022-04-07,5100.0,5030.0,5100.0,5070.0,26888.5703125
416,2022-04-08,5140.0,4960.0,5120.0,4985.0,26985.80078125
417,2022-04-11,5140.0,4925.0,4970.0,5030.0,26821.51953125
418,2022-04-12,5020.0,4850.0,5010.0,4905.0,26334.98046875
419,2022-04-13,5060.0,4950.0,4960.0,5030.0,26843.490234375
420,2022-04-14,5180.0,5080.0,5130.0,5140.0,27172.0
421,2022-04-15,5070.0,4960.0,4980.0,5020.0,27093.189453125
422,2022-04-18,5010.0,4905.0,4995.0,4955.0,26799.7109375
423,2022-04-19,5110.0,4990.0,5040.0,5090.0,26985.08984375
424,2022-04-20,5200.0,5060.0,5180.0,5080.0,27217.849609375
425,2022-04-21,5270.0,5080.0,5080.0,5220.0,27553.060546875
426,2022-04-22,5180.0,5090.0,5120.0,5140.0,27105.259765625
427,2022-04-25,5150.0,5030.0,5070.0,5100.0,26590.779296875
428,2022-04-26,5170.0,5060.0,5160.0,5140.0,26700.109375
429,2022-04-27,5060.0,4900.0,4990.0,5030.0,26386.630859375
430,2022-04-28,5200.0,5010.0,5050.0,5180.0,26847.900390625
431,2022-05-02,5410.0,5170.0,5190.0,5360.0,26818.529296875
432,2022-05-06,5390.0,5270.0,5340.0,5380.0,27003.560546875
433,2022-05-09,5430.0,5300.0,5320.0,5340.0,26319.33984375
434,2022-05-10,5300.0,5090.0,5260.0,5230.0,26167.099609375
435,2022-05-11,5130.0,4945.0,4980.0,4955.0,26213.640625
436,2022-05-12,4935.0,4760.0,4850.0,4865.0,25748.720703125
437,2022-05-13,5030.0,4880.0,4905.0,4985.0,26427.650390625
438,2022-05-16,5160.0,4975.0,5080.0,4990.0,26547.05078125
439,2022-05-17,5010.0,4920.0,4990.0,4965.0,26659.75
440,2022-05-18,5150.0,5020.0,5040.0,5130.0,26911.19921875
441,2022-05-19,5100.0,4910.0,4940.0,5080.0,26402.83984375
442,2022-05-20,5170.0,5060.0,5130.0,5140.0,26739.029296875
443,2022-05-23,5220.0,5130.0,5210.0,5170.0,27001.51953125
444,2022-05-24,5210.0,5090.0,5200.0,5140.0,26748.140625
445,2022-05-25,5180.0,5070.0,5140.0,5100.0,26677.80078125
446,2022-05-26,5120.0,4920.0,5090.0,4950.0,26604.83984375
447,2022-05-27,5130.0,5020.0,5070.0,5050.0,26781.6796875
448,2022-05-30,5270.0,5130.0,5150.0,5230.0,27369.4296875
449,2022-05-31,5350.0,5200.0,5240.0,5310.0,27279.80078125
450,2022-06-01,5320.0,5250.0,5310.0,5300.0,27457.890625
451,2022-06-02,5670.0,5460.0,5480.0,5620.0,27413.880859375
452,2022-06-03,5800.0,5600.0,5640.0,5720.0,27761.5703125
453,2022-06-06,5650.0,5520.0,5620.0,5620.0,27915.890625
454,2022-06-07,5830.0,5590.0,5660.0,5790.0,27943.94921875
455,2022-06-08,5830.0,5750.0,5790.0,5780.0,28234.2890625
456,2022-06-09,5750.0,5550.0,5750.0,5650.0,28246.529296875
457,2022-06-10,5610.0,5450.0,5580.0,5480.0,27824.2890625
458,2022-06-13,5310.0,5240.0,5290.0,5260.0,26987.439453125
459,2022-06-14,5360.0,5140.0,5170.0,5340.0,26629.859375
460,2022-06-15,5380.0,5130.0,5360.0,5160.0,26326.16015625
461,2022-06-16,5370.0,5180.0,5300.0,5180.0,26431.19921875
462,2022-06-17,5010.0,4875.0,4965.0,4970.0,25963.0
463,2022-06-20,5030.0,4770.0,5030.0,4825.0,25771.220703125
464,2022-06-21,5000.0,4820.0,4920.0,4945.0,26246.310546875
465,2022-06-22,5010.0,4770.0,5000.0,4770.0,26149.55078125
466,2022-06-23,4845.0,4700.0,4725.0,4760.0,26171.25
